Campaign ID,Campaign Create Date,Campaign Start Date,Credit ID,Credit Type,Company ID,Broker UID,Brokerage,Credit Consumption Date,Discount Code,Revenue
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,4af72a7b-e9f4-4f0c-ab38-ec4b6c377071,Digital Profile,04147824-584b-44c2-96ff-206cf8ed15b2,113c9241-3540-4729-a194-21c543b471ac,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,95d2ebf3-c615-4b7f-a4d1-72b18e1dbca9,Digital Profile,95b88ca8-ac85-43c1-8479-5a985f2b9d8f,649c456f-4fbc-4ada-be13-6572c2cbc8cd,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,77610490-a0cb-41b2-bba4-d3ef561fe2ab,Digital Profile,15c70e4a-fb9d-4fbe-ac77-6497d9032630,b7506bbd-4878-4477-af69-2124b9b050d6,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,a2f17297-d951-4ba8-9bcf-26ca218424c0,Digital Profile,3c054e10-75db-4f87-ae5b-d605b68443c9,87526022-5d3e-4b38-92b1-bd948ce35160,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,f1758569-297e-4245-a881-e50c8ef6f757,Digital Profile,f82f1c1b-32aa-4a6f-93de-19c2469c4174,1204a60c-7e90-4264-adb5-3053393c6216,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,f42ff1fc-be68-48f3-bef8-667a61737653,Digital Profile,0ea86fb7-7bc4-43e1-a393-e7369ec9c5e3,98dff18c-143b-4cee-a98e-f5d2eb6dbb5c,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,b02e427e-5589-4f7e-878b-2feb098086ce,Digital Profile,a6aa594b-dd2a-40e9-96fa-593ac415a569,f9fe021e-cc94-4ca6-8c13-33bccdca540a,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,7bccd700-d9c5-434b-91ff-1fccb7ec79cc,Digital Profile,f9488c37-1651-4231-b162-b258b97eaacd,15bb5fed-cfd6-4315-bfb2-b8841aec9b14,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,a00e16f8-9f6f-4804-bff5-b6f5c25ca952,Digital Profile,9613cd4c-dc2b-433a-a38e-8a8efdb78e5e,e06cb8c7-c23a-4840-a68a-464d5ee4a90c,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,c28297b0-64ea-49c2-9394-226c618fa6a2,Digital Profile,df9aed05-19ad-4968-bfcc-7ba280b46364,74e28038-f0d6-469f-8384-4fcebb081de7,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,3dc29b5d-5707-408a-b899-e2df53313d76,Digital Profile,dfa07ede-0869-47d6-8528-e300d081cf60,c8b705ac-835f-48f9-ac51-f583710cb76c,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,561b6673-e00f-4a41-850c-07c2d9989811,Digital Profile,ac389482-3207-4e55-9f60-057e28c4d0b3,866a08de-7cd6-4dd8-a604-72f09c2b799b,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,26ddecbc-c27d-48f1-8eff-5b6cad050887,Digital Profile,159dde2f-7626-408f-82b6-6c204d560246,873eba98-d6ea-48fd-8a8d-3d04d6b468cc,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,75f0489d-19f8-4794-ba3d-1803bae6fe9f,Digital Profile,b833ca64-c800-4fa5-89c2-b2ef7b9acaa5,fc57d7cc-9c0c-4803-ada4-4ab35f453421,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,2f699a35-1495-4c23-8566-961e47a2b299,Digital Profile,6f750d31-51f1-48b1-9049-c2bf1acb9aff,0dfd5104-c569-4187-8926-a808508a2200,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,a88f13e0-e1ef-4a85-972a-11052461741d,Digital Profile,3c03547b-f6db-42c3-a61b-6244a0dce153,d43e571c-39cc-4d22-bbd7-663eb3ef6636,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,ae68d3d3-872e-4ffe-85ea-493892f2e26c,Digital Profile,011170d5-c7dd-45be-8d47-76a4f7a0bfd1,85c3e8d1-118b-458d-bc86-422a0853d1f2,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,c2bb8d27-739f-41a8-b6c3-55c266fd90bd,Digital Profile,3153d727-69cd-4f56-a3c0-3d1020b54665,c8045442-0d88-4159-b255-91f3ca9fbc78,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,b547d3cb-9508-4ab8-961b-472699d5641b,Digital Profile,d98f202f-9de7-4a47-8a0e-4e0604dfc8d7,6675c826-641c-4ed0-918e-6002af2f70e2,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,4a5876b4-e7a7-4d42-9ef7-cd33021149f7,Digital Profile,94970dca-b987-4f84-a82f-24fc3ed70db4,b0624aa5-72bf-4fa4-8409-b11c581ec2e0,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,690ce910-a2bb-4e84-99bd-34c37783b553,Digital Profile,6fb86847-bad3-4a7b-aa7d-67a709174205,b0624aa5-72bf-4fa4-8409-b11c581ec2e0,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,84c2a621-4de2-4285-9872-a749469ebace,Digital Profile,44ce3d55-7980-4bc1-97b7-d4c2dafe1f15,7da738df-b5ac-4089-863d-ab7363254f4e,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,65c4c75f-93f7-4222-82e6-d199f4810881,Digital Profile,0c324c10-d683-42ac-a922-e05c6419c64a,b7506bbd-4878-4477-af69-2124b9b050d6,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,58048cf1-2963-4b50-8de4-0e9c3a9c59cc,Digital Profile,24efebb4-1c18-46b2-8618-ebf21d880418,661e5472-50f6-414f-87e1-56ab077e17eb,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,5ff796f2-bc8d-48d9-bd86-988abd8a05d8,Digital Profile,326d667c-06ce-4027-ab75-d3800f58abae,50396a19-b10d-4abf-a3ad-1a1f04d11dda,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,b9326844-9eb7-4e1a-906a-e7331c98e325,Digital Profile,c6d12b06-692a-47fe-a655-c01dee3123b8,487ee3f7-35e6-4c12-9cc8-a3e933ca0b68,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,8613d38f-b504-4dd3-96bb-95336ea5de0c,Digital Profile,4c81ad0d-9cdb-40b6-bf01-a5f3ea4da799,9946f5ee-2d6d-47f2-a2b8-18bd0bb916d6,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,ea9610c8-a5ea-450e-a82f-b952176650af,Digital Profile,c5c93f72-a4dc-4bef-b5a8-c18ab56d0281,5fb27a85-82c4-4812-bc42-82544f5a88ff,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,1bcf8e58-78e4-4350-9e88-3ae4d1c6195e,Digital Profile,ee051670-9690-4b98-ac22-fdb6bdf96864,1422dbb3-49fb-4dcb-9312-d4b29a43f5b1,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,c8b67088-5444-4428-8386-9691fc5a04dc,Digital Profile,ab5f5cd1-2882-4990-a24b-66d34c8838bc,487ee3f7-35e6-4c12-9cc8-a3e933ca0b68,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,46bbc084-c5f2-4b07-966c-f4d869545c9e,Digital Profile,b2e387b2-8079-4962-a2dd-212311d1907d,6d3755ce-b399-46a9-b3b4-6362ec2003c2,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,2b51ba3e-eda8-43da-8137-568024b5d27e,Digital Profile,164827eb-de0c-40fd-b4f4-c3c1505ac197,8b0bceba-8a22-4130-ab1d-748ea72a104d,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,2067d628-d7b9-4858-8367-b78230ee646c,Digital Profile,40bf7e7b-bf50-44f6-a1c3-199a4a0c4897,cb057bf6-9bf4-4b0a-a4c2-2acd58643f51,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,6b59be3a-866d-426f-9603-d8160de03441,Digital Profile,e5543335-a85d-4e34-8e7f-4e28c3a58fb3,f53a293e-7288-49f0-b354-eecb99001f1e,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,1381d106-1efc-4de0-9c11-b7c4826092f1,Digital Profile,944d50bf-faf4-4e7e-9543-51d4d11a78c6,039cd7c3-7b70-46b7-9f29-6baeb4b35c9f,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,c25e3f6d-eb89-4f11-bb22-f131f36fb602,Digital Profile,f983f346-a92f-44cd-87f8-64cf0dffb514,ebece198-93da-4e94-be9d-7734fddd1841,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,918a17d6-cfef-4f67-a0cc-32383f610257,Digital Profile,b8f14c34-c4f6-4345-8d3a-0f97b2f8cb35,542a7896-fc25-4054-9544-dd623fb4ba1c,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,af2826bc-fda5-4699-aa60-ef13da237e60,Digital Profile,c9735c0b-99ef-4cc7-931a-6deb1b194fee,0c6d4303-7771-442b-af6a-a52f9644c565,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,1e2e8d7f-276a-46a8-9756-bc6a428a77c4,Digital Profile,cd7d12eb-40bf-46d9-9e71-8c49c8815e04,9d6008ca-42f2-49a2-a806-ee4766e0cc74,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,b6ba63ba-673d-4b3e-bf7a-eff331d28954,Digital Profile,aef0e7eb-2d2a-4f16-b040-3a4f68c84d5e,e998a885-2769-4d29-86c1-7aa228357ba3,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,8cad8a0b-889c-483f-b367-2a957aa495f5,Digital Profile,45e3580c-3e51-4eb9-abb9-b728e8ef9563,714a2675-70c9-4346-8afc-0baea1b2a4fc,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,910873d1-6298-4204-849c-60b4a766f9d7,Digital Profile,3d0864f2-5dbd-41c4-b87a-d2590b91f21a,f9da98a2-e571-4b55-9f1f-773cecaaa7a6,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,edb471a2-00b1-4d3b-8c90-eec345a3213e,Digital Profile,5c27d914-57f2-48bf-a09f-0ceb57407730,82666dca-4991-4388-af3e-c50ec4b7cd0a,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,283a0aca-ea3f-4a18-8c00-3525f0e0bff4,Digital Profile,068c7f33-f69f-4d8e-bf4c-00e75bfdb40e,a5d1ee33-eacb-49f7-b7ef-d601e9a614c3,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,f1476474-b400-4b3d-a168-79cfa1e82480,Digital Profile,0e30fcd5-6b57-4942-a5dc-e85eb0fcbb54,07bc0137-37a1-451e-b2af-108cd30d8afd,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,c32b9dbd-ea84-49c3-8275-c684bd4edf10,Digital Profile,73ad4da6-7b2e-4023-a66f-f1101ea7d40c,faa3ff6d-02f3-4d3e-8787-185d54693ca4,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,f04875a1-5c72-4b74-9244-e523c4d9918e,Digital Profile,988415be-ee71-457b-a4ee-333f72b64a57,f70b103f-0458-46ab-b012-72d6324c7c83,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,dc018f18-e9f6-4e18-aae0-00a386976be0,Digital Profile,096d90bb-1e28-4290-9d36-8fe638d2ea39,a5d1ee33-eacb-49f7-b7ef-d601e9a614c3,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,7be0484f-228c-4355-b957-1ad47a429ac7,Digital Profile,24fa694d-33c3-4ee0-98a7-75820787042e,3cc3bea9-14c2-4426-91f2-fd82c5f9a619,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,35566a11-adcc-4afc-9167-ad47252937dd,Digital Profile,10965f64-1a6c-40b0-a7d8-660a0f9eb567,bbcee811-5900-4a82-9183-f970025dab6b,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,d1e64262-e261-48c3-ba18-20f7f67b292a,Digital Profile,efca1b3f-e6ba-4fdd-b37c-d27b3132da83,4dc37293-6929-4f2d-8dd1-825a546bf22a,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,c691960e-819e-49ca-9fe9-4b1d7f10c3ba,Digital Profile,053d5696-8d47-465e-a9b1-a9fdc1738969,2c322416-c7ca-4183-b37f-47ab545d19af,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,738762f7-6c77-48d2-ad9a-d9ce9807998b,Digital Profile,1e85d086-a972-4c02-a2b6-fcb85c2dbf5d,de02b83f-15d5-4a82-9693-ea77b5622106,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,6c1291af-3709-4b2a-b397-75268d893237,Digital Profile,86c30b77-a9e6-464b-85ed-20d3a8deccfc,f5d6d091-5772-4521-bfd7-e6e997e566c0,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,97065136-5c61-4e8d-b950-914f9ad29226,Digital Profile,19411c35-898a-47d0-b6b3-d0b7cdea000a,67e93b38-9c33-40cc-8b51-773e56c9069e,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,c7cb265d-1fe6-4741-8a21-81aaacac620c,Digital Profile,d259deb7-b2ff-4cf0-a390-8d26ca30cec0,f53a293e-7288-49f0-b354-eecb99001f1e,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,60009b27-b780-4883-9708-0915500bdafb,Digital Profile,363131f6-b1be-486a-8051-1c19cde2fa95,35012df1-0e2b-49a5-b44c-2d423b378831,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,b37140a1-5606-460e-8bc8-50ff3b1c8883,Digital Profile,c1506bcc-5295-4bcc-a8bb-25505e413f97,97a10afe-69b4-4c96-8ec1-0870a82ef265,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,cab196ea-78d6-4c03-abf6-af5a54687ab8,Digital Profile,7c59c202-b15a-432c-ac83-90597c84325b,039cd7c3-7b70-46b7-9f29-6baeb4b35c9f,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,1d550ed5-38f2-4db9-bf45-298f19f9ce9f,Digital Profile,267ef380-18c2-437d-9e2a-cf2b1cddc020,0cf2c17a-2cc9-4098-bb19-1ff5088f0163,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,1be25253-b0f5-4873-93b2-4c4aaa6653a1,Digital Profile,c2dc03b8-2d36-43bb-977e-527abcf67b40,661e5472-50f6-414f-87e1-56ab077e17eb,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,1b55d6b4-e006-49c7-b719-32344781c5b2,Digital Profile,4f3cba75-26f3-42f6-aedd-a04f65d8452c,4204a373-8a57-4f2b-9828-a63680f3a7f8,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,93ff6706-ff33-4674-802e-16ddb974f3da,Digital Profile,37f6eca1-748c-4613-ae3b-0cb13763f51c,fbf47bf5-092d-44c0-ae78-03b1b67abaa1,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,5520f4d8-5bce-4874-8f16-b7ac2430a6e6,Digital Profile,f9597121-5934-4dfe-8961-479025530a05,fa0b3f06-1925-482b-ab29-118bc2215a7b,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,c3bc2f29-4b30-4ff3-bd49-3984d65d38cc,Digital Profile,c84a29c7-6b52-45f4-abd3-ce250a5103f3,6476c479-3c66-430b-829d-0f61b2369fa5,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,c51ce140-3d42-4357-8e21-befbf22de8ea,Digital Profile,98972827-1f5b-4e52-a42a-c3b881c32b59,0d530709-1524-40eb-8256-ed963dbf5b24,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,269034d9-f956-4652-9073-e6837777c8a0,Digital Profile,43b4a2ed-7f44-4ff5-bee1-839254067b2a,dbb6603f-d9a4-489f-a780-41a4f7ebb64d,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,5e6e51d0-ec19-4aa5-ae5f-9d62fc3cf1c3,Digital Profile,a338005a-cb9a-49f3-b526-6d401aca3955,27a1fa93-ef19-46bc-82fd-ca4c4e08a344,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,e8ff57fa-a5c4-4a5d-b42c-034f43976110,Digital Profile,7dbcda9f-2837-4152-9bc3-559f561817d9,039cd7c3-7b70-46b7-9f29-6baeb4b35c9f,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,0e3a345e-cead-4e8a-96bc-9c64df5e3683,Digital Profile,70dc565c-eda8-4fa8-90fa-6088f287b454,20eb0774-b0dc-4a97-b272-f07064421724,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,659ae07c-e198-4dc4-bca9-18536f768cdb,Digital Profile,ef854f7d-d7c9-45ce-bb52-2aee26bfcf6b,bd1e0104-0571-488b-84e4-afdf49187642,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,5ead3bb5-398a-49da-829e-8984a344206f,Digital Profile,13d3c192-f0c6-4ea4-9e3b-ce070bd4c82d,dbb6603f-d9a4-489f-a780-41a4f7ebb64d,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,e227fb6a-b5ba-4a55-b895-f51397c48d2e,Digital Profile,1f755172-9e20-4698-a086-99b6b83cc86d,ebece198-93da-4e94-be9d-7734fddd1841,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,0b167d56-b2d1-41bd-9046-0939924a775e,Digital Profile,fd6fa3df-72d6-4ea0-9840-32d7130afe89,87d92281-bf74-4a62-8f1a-c11e7e24a37a,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,cf659660-3729-45f2-9d87-40ac8f055478,Digital Profile,8ffbc7b4-8ab5-43fa-98d9-30046deb2456,d43e571c-39cc-4d22-bbd7-663eb3ef6636,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,9ce659c2-a9c1-49d0-ab32-527c2714b365,Digital Profile,4a90be9f-7358-4cc8-b816-f07d7efa6219,9a6f0429-607d-4122-b262-bf778e076ab4,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,50aef112-08fd-45c1-9daf-e5ded44a9740,Digital Profile,a4eb5dd9-0efc-44c3-bbe7-2400ea4fb352,7974a548-62d5-4ac6-bf1c-2ebde174c929,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,2f9b4014-0caf-4b2b-90af-97ecc4ae00f0,Digital Profile,54c9cdac-a092-48de-9ab1-c70db6e50661,27a1fa93-ef19-46bc-82fd-ca4c4e08a344,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,25eba6d7-d086-49a1-bc51-714c5c99e12d,Digital Profile,938a07ff-2a17-4bcd-9526-90822245a382,eb35031e-606b-4ca2-aaeb-69017bc549dc,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,6d90d857-27e9-452e-ab9d-0d9dddd86087,Digital Profile,a02ecc8a-e782-49f1-8e15-58159848c53c,9e382f0b-112f-4991-8250-fbf3da954b62,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,8c897e67-efb1-494b-9ba6-b0df1898c7af,Digital Profile,05ee73e5-b3b4-4b99-8bed-88e7a5c2bf2e,4d475a5a-d039-4d03-9c57-2ca35061a756,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,4c043b46-950d-45d7-8200-feb811fece5a,Digital Profile,956ffb3f-7440-4831-adf3-41bc393c4cf5,779dbbc9-da3d-4287-9663-27237cce498e,FRP,8/5/24,1,0
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,c51a2048-bdcd-4cc3-910a-bf6b724e9916,Digital Profile,0e234db7-128f-45d0-a244-384b2a9ccaec,649c456f-4fbc-4ada-be13-6572c2cbc8cd,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,9307566b-06c5-4560-8665-b9498797450e,Digital Profile,1a5e171a-23b8-45e0-b467-2f8a95fc4463,dbb6603f-d9a4-489f-a780-41a4f7ebb64d,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,be08902b-1db3-495b-a520-403330f0b0df,Digital Profile,57921f40-0a79-48a9-9294-db504b50cc9b,661e5472-50f6-414f-87e1-56ab077e17eb,FRP,8/5/24,0,209
ca7c9d2b-0dd4-497e-958b-7505d5edd2bf,8/5/24,9/1/24,9f751720-f6af-4efa-8a97-ba53c2f9509a,Digital Profile,edce758a-f8df-473a-a1cf-18f74aca78ee,1eadaf2f-b0b0-4ca1-9454-4ee2cbcf672b,FRP,8/5/24,0,209
